GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,Owner GEM Entity ID,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code,opening_year_final,_imputed_flag_year,reserves_initial_EJ
M0034,,Australia,Dendrobium Coal Mine,Dendrobium Extension Project,,,https://www.gem.wiki/Dendrobium_Coal_Mine,,Cancelled,Pre-Permit,Extension,,Gear M Illawarra Met Coal Pty Ltd(GM-3) [100%],E100002010038 [100%],,Golden Energy and Resources Pte Ltd (GEAR); M Resources Pty Ltd,Australia,,,,,Underground,Longwall,,350.0,Exact,,,Bituminous,Met,,,,,,,,,2026,,22,,Southern,Wollongong,,New South Wales,Australia and New Zealand,Oceania,-34.419776,150.826135,Exact,Steel Plant,GFG Liberty Steel Australia Whyalla steel plant,https://www.gem.wiki/GFG_Liberty_Steel_Australia_Whyalla_steel_plant,,,,,,,,,,11.8,1.6,,,36,2004,0,
M0035,,Australia,Drake Coal Mine,Northen Hub,,,https://www.gem.wiki/Drake_coal_mine,,Operating,,,,QCoal [100%],E100000132087 [100%],,QCoal,Australia,4,5.192,2024,,Surface,Open Pit,92.15,60.0,Estimate,630,Estimate,Bituminous,Thermal & Met,0.08,0.92,Reported,2024.0,200.0,,,39.0,2014,,,,Bowen,Collinsville,,Queensland,Australia and New Zealand,Oceania,-20.705189,147.812727,Exact,Terminal (Export),Abbot Point Coal Terminal,https://www.gem.wiki/Abbot_Point_Coal_Terminal,,,188.937,2023,,,,27.3,0.018,3.5,1.5,1.5,0.5,36,2019,0,
M0036,,Australia,Dysart East Coal Project,,,,https://www.gem.wiki/Dysart_East_coal_project,,Proposed,Permitted,New,,Mastermyne Group [100%],E100001013464 [100%],,Bengal Energy,"Australia, India",1.5,,,,Underground,Bord and Pillar,,500.0,Estimate,200,Exact,Bituminous,Met,,,,,32.0,,96.0,21.0,2024,,19,,,Dysart,,Queensland,Australia and New Zealand,Oceania,-22.550335,148.414404,Approximate,,,,,,,,,,,33.1,0.022,13.8,1.6,1.8,0.7,36,2004,0,
M0037,,Australia,Eagle Downs Coal Project,Peak Downs East,,,https://www.gem.wiki/Eagle_Downs_Coal_Project,,Proposed,Pre-Permit,Expansion,Stage 2,Stanmore Resources Ltd [100%],E100001010097 [100%],,Stanmore Resources Ltd,Australia,2.7,,,,Underground,Longwall,45,500.0,Estimate,,,Bituminous,Met,,,,,,,,,2025,,50,,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-22.189318,148.204249,Exact,Terminal (Export),Wiggins Island Coal Terminal,https://www.gem.wiki/Wiggins_Island_Coal_Terminal,,,,,,,,59.6,0.04,13.8,1.6,3.3,1.2,36,2004,0,
M0037,,Australia,Eagle Downs Coal Project,Peak Downs East,,,https://www.gem.wiki/Eagle_Downs_Coal_Project,,Proposed,Pre-Permit,New,Stage 1,Stanmore Resources Ltd [100%],E100001010097 [100%],,Stanmore Resources Ltd,Australia,3,,,,Underground,Longwall,45,500.0,Estimate,500,Exact,Bituminous,Met,,,,,,,1140.0,,2025,,50,,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-22.189318,148.204249,Exact,Terminal (Export),Wiggins Island Coal Terminal,https://www.gem.wiki/Wiggins_Island_Coal_Terminal,,,,,,,,66.2,0.044,13.8,1.6,3.7,1.3,36,2004,0,
M0038,,Australia,Ensham Coal Mine,Yongala,,,https://www.gem.wiki/Ensham_mine,,Operating,,,,Sungela [100%],E100000132247 [100%],,Thungela Resources Australia [85%]; LX International [15%],"Australia, South Korea",6.25,2.261,2024,,Underground & Surface,Mixed,27.37,210.0,Exact,600,Exact,Subbituminous,Thermal,,,,,724.0,,1477.0,320.0,1993,2037.0,8,,Bowen,Emerald,,Queensland,Australia and New Zealand,Oceania,-23.454464,148.497455,Exact,Terminal (Export),Port of Gladstone,https://www.gem.wiki/Port_of_Gladstone,,,,,,,,9.4,0.006,2.6,1.6,0.5,0.2,36,2019,0,
M0038,,Australia,Ensham Coal Mine,Ensham Life of Mine Extension Project,,,https://www.gem.wiki/Ensham_mine,,Proposed,Permitted,Extension,,Sungela [100%],E100000132247 [100%],,Thungela Resources Australia [85%]; LX International [15%],"Australia, South Korea",,,,,Underground & Surface,Mixed,,210.0,Exact,,,Subbituminous,Thermal,,,,,,,,,2023,,9,,Bowen,Emerald,,Queensland,Australia and New Zealand,Oceania,-23.454464,148.497455,Exact,Terminal (Export),Port of Gladstone,https://www.gem.wiki/Port_of_Gladstone,,,,,,,,,,2.6,1.6,,,36,2004,0,
M0039,,Australia,Ewington Coal Mine,"Collie Mine, Griffin Mine",,,https://www.gem.wiki/Ewington_mine,,Mothballed,,,,Griffin Coal Mining Company Pty Ltd [100%],E100001013337 [100%],,ICICI Bank,"India, Australia",1.7,,,,Surface,Open Pit,,60.0,Estimate,314,Estimate,Bituminous,Thermal & Met,,,,,61.0,,,,1996,2026.0,31,,Collie,Collie,,Western Australia,Australia and New Zealand,Oceania,-33.3624,116.25,Exact,Coal Plant,Bluewaters power station,https://www.gem.wiki/Bluewaters_power_station,,,,,,,,8.9,0.006,3.5,1.5,0.5,0.2,36,2000,0,
M0040,,Australia,Foxleigh Coal Mine,Foxleigh East,,,https://www.gem.wiki/Foxleigh_coal_mine,,Operating,,,,Middlemount South Limited [100%],E100001013472 [100%],,QMetco - Taurus Resources [70%]; Posco Australia [20%]; Nippon Steel Australia [10%],"Canada, South Korea, Japan",,3.376,2024,,Surface,Open Pit,,60.0,Estimate,585,Estimate,Bituminous,Met,,,,,223.0,2020,335.0,66.0,1999,,,,Bowen,Middlemount,,Queensland,Australia and New Zealand,Oceania,-22.997778,148.803889,Exact,,,,,,225.985,2023,,,,17.7,0.012,3.5,1.5,1.0,0.4,36,2019,0,
M0041,,Australia,Galilee Coal Mine,"Galilee Coal Project, Alpha North Coal Mine",,,https://www.gem.wiki/Galilee_Coal_Project,,Proposed,Pre-Permit,New,,Waratah Coal Pty Ltd [100%],E100000121536 [100%],,Mineralogy,Australia,10,,,,Underground & Surface,Mixed,120,60.0,Estimate,2325,Exact,Subbituminous,Thermal,,,,,1100.0,,7100.0,110.0,2027,,30,,Galilee,Jericho,,Queensland,Australia and New Zealand,Oceania,-23.498536,145.94229,Approximate,Terminal (Export),Abbot Point Coal Terminal,https://www.gem.wiki/Abbot_Point_Coal_Terminal,,,,,,,,13.5,0.009,0.9,1.5,0.7,0.3,36,2004,0,
M0042,,Australia,Glendell Coal Mine,Glendell Continued Operations Project,,Mt Owen Complex,https://www.gem.wiki/Glendell_coal_mine,,Shelved,Pre-Permit,Expansion,,Mt Owen Pty Limited [100%],E100001000811 [100%],,Glencore,Switzerland,4,,,,Surface,Open Pit,6.6,60.0,Estimate,,,Bituminous,Thermal,,,,,6.0,,,,,,24,,Hunter,Hebden,,New South Wales,Australia and New Zealand,Oceania,-32.45121527,151.0783194,Exact,,,,,,,,,,,21.0,0.014,3.5,1.5,1.2,0.4,36,2004,1,
M0043,,Australia,Goonyella-Riverside Coal Mine,"Goonyella-Riverside, Cleanskin, Broadmeadow, Eureka, Redhill, Isaac, Riverside",,,https://www.gem.wiki/Goonyella_Riverside_mine,,Operating,,,,BHP Billiton Mitsubishi Alliance Pty Ltd [100%],E100001000762 [100%],,BHP [50%]; Mitsubishi Corporation [50%],Australia,,12.39,2024,,Surface,Open Pit,220,60.0,Estimate,591,Exact,Bituminous,Met,,,,,448.0,2024,798.0,36.0,1989,,,,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-21.792321,147.962045,Exact,Terminal (Export),Hay Point Coal Terminal,https://www.gem.wiki/Hay_Point_Coal_Terminal,,,1311.407,2023,,,,65.0,0.044,3.5,1.5,3.6,1.3,36,2019,0,
M0044,,Australia,Gregory Crinum Coal Mines,"Gregory Crinum Open Cut, Crinum UG",,,https://www.gem.wiki/Gregory_Crinum_mine,,Operating,,,,Sojitz Blue Pty Ltd [100%],E100001010423 [100%],,Sojitz Corporation,"Australia, Japan",0.9,1.775,2024,,Underground & Surface,Mixed,,85.0,Exact,397,Estimate,Bituminous,Met,,,,,20.0,2015,121.0,11.0,1979,,,,Bowen,Emerald,,Queensland,Australia and New Zealand,Oceania,-23.1491384,148.3875874,Exact,,,,,,,,,,,13.2,0.009,4.6,1.6,0.7,0.3,36,2019,0,
M0044,,Australia,Gregory Crinum Coal Mines,"Gregory, Crinum",,,https://www.gem.wiki/Gregory_Crinum_mine,,Proposed,Permitted,Expansion,,Sojitz Blue Pty Ltd [100%],E100001010423 [100%],,Sojitz Corporation,"Australia, Japan",,,,,Underground & Surface,Mixed,,85.0,Exact,408,Estimate,Bituminous,Met,,,,,,,,,,,,,,Emerald,,Queensland,Australia and New Zealand,Oceania,-23.1491384,148.3875874,Exact,,,,,,,,,,,,,4.6,1.6,,,36,2004,1,
M0045,,Australia,Grosvenor Coal Mine,,,,https://www.gem.wiki/Grosvenor_coal_project,,Operating,,,,Grosvenor [100%],E100001000780 [100%],,Anglo American,UK,5,6.942,2024,,Underground,Longwall,,500.0,Estimate,800,Exact,Bituminous,Met,,,,,67.0,2022,390.0,10.0,2015,,14,,,Moranbah,,Queensland,Australia and New Zealand,Oceania,-21.97420531,148.0106197,Exact,,,,,,972.605,2023,,,Yes,153.3,0.103,13.8,1.6,8.5,3.1,36,2019,0,
M0046,,Australia,Hail Creek Coal Mine,,,,https://www.gem.wiki/Hail_Creek_coal_mine,,Operating,,,,Hail Creek Coal Pty Ltd [100%],E100001013345 [100%],,Glencore PLC [85.00%]; Marubeni Corp [12.00%]; Sumitomo Corp [3.00%],"Switzerland, Japan",,9.593,2024,,Surface,Open Pit,210,60.0,Estimate,1010,Exact,Bituminous,Thermal & Met,0.41,0.59,Reported,2024.0,89.0,2022,1500.0,9.0,2003,,19,,Bowen,Glenden,,Queensland,Australia and New Zealand,Oceania,-21.484811,148.37,Exact,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,,,532.466,2023,,,,50.4,0.034,3.5,1.5,2.8,1.0,36,2019,0,
M0047,,Australia,Hillalong Coal Mine,Hillalong Coking Coal Project,,,https://www.gem.wiki/Hillalong_coal_mine,,Proposed,Exploration,New,,Shandong Energy Group Co Ltd [100%],E100000000252 [100%],,Shandong Provincial People's Government State-owned Assets Supervision and Administration Commission [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],China,3,,,,Underground & Surface,Mixed,,160.0,Exact,436,Exact,Bituminous,Thermal & Met,,,,,,,106.0,,2023,,,,Bowen,Glenden,,Queensland,Australia and New Zealand,Oceania,-21.416653,148.31,Exact,,,,,,,,,,,35.5,0.024,7.4,1.6,2.0,0.7,36,2004,0,
M0048,,Australia,Hume Coal Mine,Hume Coal Project,,,https://www.gem.wiki/Hume_coal_project,,Cancelled,,,,POSCO Holdings Inc [100%],E100000000953 [100%],,POSCO,South Korea,2.4,,,,Underground,,5,180.0,Exact,300,Exact,Bituminous,Thermal & Met,,,,,,,115.0,,2023,,,,Southern,Berrima,,New South Wales,Australia and New Zealand,Oceania,-34.54081,150.284465,Exact,,,,,,,,,,,30.7,0.021,8.0,1.6,1.7,0.6,36,2004,0,
M0049,,Australia,Hunter Valley North Coal Mine,"Hunter Valley Operations, West Pit, Carrington, North Pit",,,https://www.gem.wiki/Hunter_Valley_North_coal_mine,,Operating,,,,Hunter Valley Operations [100%],E100001013354 [100%],,Yankuang Energy [51%]; Glencore [51%],"China, Switzerland",9,6.66,2023,,Surface,Open Pit,,60.0,Estimate,679,Exact,Bituminous,Thermal & Met,0.5,0.5,Estimated,,395.0,2023,4080.0,59.0,1952,,17,,Hunter,Lemington,,New South Wales,Australia and New Zealand,Oceania,-32.4657844,150.9734981,Exact,Terminal (Export),Port Waratah Coal Services,https://www.gem.wiki/Port_Waratah_Coal_Services,,,228.345,2023,,,Yes,35.0,0.023,3.5,1.5,1.9,0.7,36,2018,0,
M0050,,Australia,Hunter Valley South Coal Mine,"HVO South, Hunter Valley Operations, Cheshunt, Lemington, Riverview",,,https://www.gem.wiki/Hunter_Valley_South_coal_mine,,Operating,,,,Hunter Valley Operations [100%],E100001013354 [100%],,Yancoal Australia Ltd [51%]; Glencore PLC [49%],"China, Switzerland",8,8.63,2023,,Surface,Open Pit,,60.0,Estimate,679,Exact,Bituminous,Thermal & Met,0.5,0.5,Estimated,,395.0,2023,,46.0,1971,,18,,Hunter,Lemington,,New South Wales,Australia and New Zealand,Oceania,-32.5245107,150.9819012,Exact,Terminal (Export),Port Waratah Coal Services,https://www.gem.wiki/Port_Waratah_Coal_Services,,,228.345,2023,,,Yes,45.3,0.03,3.5,1.5,2.5,0.9,36,2018,0,
M0051,,Australia,Hutton Coal Mine,,,,https://www.gem.wiki/Hutton_coking_coal_project,,Cancelled,Exploration,New,Stage 2,Valiant Resources Ltd [100%],E100001000970 [100%],,Valiant Resources,Australia,9,,,,Underground,,1469,500.0,Exact,,,Bituminous,Met,,,,,,,,,,,,,Bowen,Injune,,Queensland,Australia and New Zealand,Oceania,-25.951645,148.961201,Exact,Terminal (Export),Wiggins Island Coal Terminal,https://www.gem.wiki/Wiggins_Island_Coal_Terminal,,,,,,,,198.7,0.133,13.8,1.6,11.0,4.0,36,2004,1,
M0051,,Australia,Hutton Coal Mine,,,,https://www.gem.wiki/Hutton_coking_coal_project,,Cancelled,Exploration,Expansion,Stage 1,Valiant Resources Ltd [100%],E100001000970 [100%],,Valiant Resources,Australia,,,,,Underground,,,500.0,Exact,,,Bituminous,Met,,,,,,,5350.0,,,,,,Bowen,Injune,,Queensland,Australia and New Zealand,Oceania,-25.951645,148.961201,Exact,Terminal (Export),Wiggins Island Coal Terminal,https://www.gem.wiki/Wiggins_Island_Coal_Terminal,,,,,,,,,,13.8,1.6,,,36,2004,1,
M0052,,Australia,Ironbark No. 1 Coal Mine,Ellensfield,,,https://www.gem.wiki/Ironbark_No._1_coal_mine,,Operating,,,,Fitzroy Australia Resources Pty Ltd [100%],E100001010416 [100%],,Riverstone; AMCI,Australia,4,0.27,2024,,Underground,Longwall,100,400.0,Exact,360,Exact,Bituminous,Thermal & Met,0.61,0.39,Reported,2024.0,48.0,2023,362.0,178.0,2023,,25,,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-21.97648262,148.2346531,Approximate,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,,,,,,,Yes,5.3,0.004,12.5,1.6,0.3,0.1,36,2019,0,
M0053,,Australia,Isaac Downs Coal Mine,,,Isaac Plains Complex,https://www.gem.wiki/Isaac_Downs_coal_mine,,Operating,,,,Stanmore IP South Pty Ltd [100%],E100001010099 [100%],,Stanmore Resources Ltd,Australia,,3.562,2024,,Surface,Open Pit,23.66,60.0,Estimate,300,Exact,Bituminous,Thermal & Met,0.62,0.38,Reported,2024.0,18.0,2022,29.0,5.0,2022,,,,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-21.97936646,148.1290409,Exact,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,,,150.144,2023,,,,18.7,0.013,3.5,1.5,1.0,0.4,36,2019,0,
M0054,,Australia,Isaac Plains East Coal Mine,,,Isaac Plains Complex,https://www.gem.wiki/Integrated_Isaac_Plains_Project,,Mothballed,,,,Stanmore Resources Ltd [100%],E100001010097 [100%],,Stanmore Resources Ltd,Australia,,,,,Surface,Open Pit,,60.0,Estimate,,,Bituminous,Met,,,,,1.0,2022,34.0,,2018,,,,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-21.9718375,148.1132931,Exact,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,,,,,,,,,,3.5,1.5,,,36,2004,0,
M0055,,Australia,Jax Coal Mine,Northern Hub,,,https://www.gem.wiki/Jax_coal_mine,,Operating,,,,Thiess [100%],E100001013795 [100%],,QCoal,Australia,2.3,2.587,2024,,Surface,Open Pit,,60.0,Estimate,398,Estimate,Bituminous,Thermal & Met,0.2,0.8,Reported,2024.0,36.0,,,14.0,2013,,,,Bowen,Collinsville,,Queensland,Australia and New Zealand,Oceania,-20.713736,147.860166,Exact,Terminal (Export),North Queensland Export Terminal,https://www.gem.wiki/North_Queensland_Export_Terminal,,,107.047,2023,,,,13.6,0.009,3.5,1.5,0.8,0.3,36,2019,0,
M0056,,Australia,Jellinbah Coal Mine,"Jellinbah East,e Central North Extension",,,https://www.gem.wiki/Jellinbah_coal_mine,,Operating,,,,Golding Contractors [100%],E100001013332 [100%],,Jellinbah [70%]; Marubeni [15%]; Sojitz [15%],"Australia, Japan, Japan",3.5,6.125,2024,,Surface,Open Pit,8.05,30.0,Exact,594,Estimate,Bituminous,Met,,,,,,,196.0,,1989,,,,Bowen,Bluff,,Queensland,Australia and New Zealand,Oceania,-23.406874,148.950644,Exact,Terminal (Export),Port of Gladstone,https://www.gem.wiki/Port_of_Gladstone,,,258.143,2023,,,,17.5,0.012,1.9,1.5,1.0,0.3,36,2019,0,
M0057,,Australia,Karin Coal Mine,Karin Basin,,,https://www.gem.wiki/Karin_coal_project,,Proposed,Exploration,New,,Vitrinite [100%],E100000132336 [100%],,ITOCHU Corp [50.00%]; Vitrinite [50.00%],"Australia, Japan",1.4,,,,Underground & Surface,Mixed,,115.0,Exact,350,Exact,Bituminous,Met,,,,,,,123.0,,,,,,Bowen,Clermont,,Queensland,Australia and New Zealand,Oceania,-23.058371,147.581142,Exact,Terminal (Export),Hay Point Coal Terminal,https://www.gem.wiki/Hay_Point_Coal_Terminal,,,,,,,,13.1,0.009,5.9,1.6,0.7,0.3,36,2004,1,
M0058,,Australia,Kestrel Coal Mine,"Gordonstone, Kestrel West, Ti Tree",,,https://www.gem.wiki/Kestrel_mine,,Operating,,,,Kestrel Coal Resources [100%],E100000131793 [100%],,EMR Capital [45.4%]; Adaro Energy [34.6%]; Mitsui and Company [20%],"Australia, Indonesia, Japan",5,7.739,2024,,Underground,Longwall,260,250.0,Exact,400,Exact,Bituminous,Thermal & Met,0.51,0.49,Reported,2024.0,175.0,2023,411.0,23.0,1992,,11,,Bowen,Emerald,,Queensland,Australia and New Zealand,Oceania,-23.236333,148.3583273,Exact,Terminal (Export),Port of Gladstone,https://www.gem.wiki/Port_of_Gladstone,,,1453.83,2023,,,,121.3,0.081,9.8,1.6,6.7,2.4,36,2019,0,
M0059,,Australia,Kogan Creek Coal Mine,"Kogan, Brigalow",,,https://www.gem.wiki/Kogan_Creek_mine,,Operating,,,,Golding Contractors [100%],E100001013332 [100%],,CS Energy,Australia,2,2.539,2024,,Surface,Open Pit,24,50.0,Estimate,80,Exact,Subbituminous,Thermal,,,,,310.0,,400.0,122.0,2007,,11,,Surat Basin,Chinchilla,,Queensland,Australia and New Zealand,Oceania,-26.9384276,150.7743816,Exact,Coal Plant,Kogan Creek power station,https://www.gem.wiki/Kogan_Creek_power_station,,,,,,,,3.0,0.002,0.8,1.5,0.2,0.1,36,2019,0,
M0060,,Australia,Lake Vermont Coal Mine,Lake Vermont Meadowbrook Project,,,https://www.gem.wiki/Lake_Vermont_Coal_Project,,Proposed,Permitted,Extension,,Jellinbah Group Pty Ltd [100%],E100001000577 [100%],,Jellinbah [70%]; Marubeni [10%]; Sojitz [10%]; AMCI [10%],"Australia, Japan, Japan, USA",,,,,Underground & Surface,Mixed,82.35,60.0,Estimate,779,Estimate,Bituminous,Thermal & Met,,,,,122.0,,,,2028,,53,,Bowen,Dysart,,Queensland,Australia and New Zealand,Oceania,-22.3894938,148.3769527,Approximate,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,,,,,,,,,,3.5,1.5,,,36,2004,0,
M0060,,Australia,Lake Vermont Coal Mine,,,,https://www.gem.wiki/Lake_Vermont_Coal_Project,,Operating,,,,Jellinbah Group Pty Ltd [100%],E100001000577 [100%],,Jellinbah [70%]; Marubeni [10%]; Sojitz [10%]; AMCI [10%],"Australia, Japan, Japan, USA",,11.236,2024,,Surface,Open Pit,8.2,30.0,Exact,631,Estimate,Bituminous,Thermal & Met,0.71,0.29,Reported,2024.0,200.0,,,18.0,2009,,,,Bowen,Dysart,,Queensland,Australia and New Zealand,Oceania,-22.4611726,148.4056045,Exact,Terminal (Export),Port of Gladstone,https://www.gem.wiki/Port_of_Gladstone,,,312.954,2023,,,,32.0,0.021,1.9,1.5,1.8,0.6,36,2019,0,
M0062,,Australia,Loy Yang Coal Mine,,,,https://www.gem.wiki/Loy_Yang_mine,,Operating,,,,AGL Loy Yang Pty Ltd [100%],E100001010112 [100%],,AGL Energy,Australia,9.6,,,,Surface,Open Pit,45.6,200.0,Exact,648,Estimate,Subbituminous,Thermal,,,,,,,1680.0,,1982,2035.0,28,,Gippsland,Traralgon,,Victoria,Australia and New Zealand,Oceania,-38.2347,146.564,Exact,Coal Plant,Loy Yang A power station,https://www.gem.wiki/Loy_Yang_A_power_station,,,,,,,,36.0,0.024,2.5,1.5,2.0,0.7,36,1997,0,
M0063,,Australia,Mandalong Coal Mine,Southern Extension Project,,,https://www.gem.wiki/Mandalong_mine,,Proposed,Permitted,Expansion,,Centennial Mandalong Pty Ltd [100%],E100001001139 [100%],,Banpu,Thailand,0.5,,,,Underground,Longwall,,330.0,Exact,,,Subbituminous,Thermal,,,,,153.0,,,307.0,,,,,,,,New South Wales,Australia and New Zealand,Oceania,-33.119111,151.461844,Exact,,,,,,,,,,,2.8,0.002,3.5,1.6,0.2,0.1,36,2004,1,
M0063,,Australia,Mandalong Coal Mine,,,,https://www.gem.wiki/Mandalong_mine,,Operating,,,,Centennial Mandalong Pty Ltd [100%],E100001001139 [100%],,Banpu,Thailand,4.7,1.83,2023,,Underground,Longwall,,300.0,Exact,815,Exact,Bituminous,Thermal,,,,,49.0,,153.0,27.0,2005,,17,,Newcastle,Lake Macquarie,,New South Wales,Australia and New Zealand,Oceania,-33.119111,151.461844,Exact,Terminal (Export),Port of Newcastle,https://www.gem.wiki/Port_of_Newcastle,,,1009.855,2023,,Yes*,Yes,31.9,0.021,10.9,1.6,1.8,0.6,36,2018,0,
M0064,,Australia,Mangoola Coal Mine,,,,https://www.gem.wiki/Mangoola_coal_mine,,Operating,,,,Mangoola Coal Operations Pty Ltd [100%],E100001000813 [100%],,Glencore,Switzerland,7.1,10.09,2023,,Surface,Open Pit,,50.0,Exact,390,Exact,Subbituminous,Thermal,,,,,65.0,2023,1570.0,6.0,1999,,,,Hunter,Wybong,,New South Wales,Australia and New Zealand,Oceania,-32.294922,150.706712,Exact,,,,,,117.312,2023,,,,12.1,0.008,0.8,1.5,0.7,0.2,36,2018,0,
M0064,,Australia,Mangoola Coal Mine,,,,https://www.gem.wiki/Mangoola_coal_mine,,Proposed,Permitted,Extension,,Mangoola Coal Operations Pty Ltd [100%],E100001000813 [100%],,Glencore,Switzerland,3.5,,,,Surface,Open Pit,,50.0,Exact,,,Subbituminous,Thermal,,,,,52.0,2023,,,,2030.0,,,Hunter,Wybong,,New South Wales,Australia and New Zealand,Oceania,-32.294922,150.706712,Exact,,,,,,,,,,,4.2,0.003,0.8,1.5,0.2,0.1,36,2001,1,
M0065,,Australia,Maules Creek Coal Mine,,,,https://www.gem.wiki/Maules_Creek_coal_mine,,Operating,,,,Maules Creek Joint Venture [100%],E100001010387 [100%],,Whitehaven [75%]; Itochu [15%]; J Power [10%],"Australia, Japan, Japan",7,9.55,2023,,Surface,Open Pit,16,300.0,Exact,700,Exact,Bituminous,Thermal & Met,0.5,0.5,Estimated,,399.0,2024,542.0,42.0,2015,2034.0,14,,Gunnedah,Boggabri,,New South Wales,Australia and New Zealand,Oceania,-30.562606,150.11498,Exact,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,,,258.093,2023,,,,156.1,0.105,10.9,1.5,8.6,3.1,36,2018,0,
M0066,,Australia,Maxwell Coal Mine,,,,https://www.gem.wiki/Maxwell_coal_mine,,Operating,,New,,Malabar Resources [100%],E100000131876 [100%],,Malabar Resources,Australia,5,,,,Underground,Bord and Pillar,,500.0,Estimate,350,Exact,Bituminous,Met,,,,,141.0,,770.0,28.0,2023,,,,Hunter,Muswellbrook,,New South Wales,Australia and New Zealand,Oceania,-32.408098,150.866626,Exact,Terminal (Export),Port of Newcastle,https://www.gem.wiki/Port_of_Newcastle,,,,,,,,110.4,0.074,13.8,1.6,6.1,2.2,36,2004,0,
M0067,,Australia,Meandu Coal Mine,Tarong,,,https://www.gem.wiki/Meandu_coal_mine,,Operating,,,,BUMA Australia [100%],E100001013015 [100%],,Stanwell Corporation,Australia,5,7.243,2024,,Surface,Open Pit,19.85,50.0,Exact,417,Estimate,Subbituminous,Thermal,,,,,36.0,,,5.0,1983,,11,,Tarong Basin,Kingaroy,,Queensland,Australia and New Zealand,Oceania,-26.813543,151.911523,Exact,Coal Plant,Tarong Power Station,https://www.gem.wiki/Tarong_Power_Station,,,,,,,,8.7,0.006,0.8,1.5,0.5,0.2,36,2019,0,
